,correct_option,llama70b,llama13b,llama7b,gpt35turbo,finetuned_gpt3,random,MoMu_zero,multimodal_correct_option,MoleculeSTM_zero,KV-PLM_zero,kvplm_correct_option,SciBERT_zero,MoMu_finetuned,MoleculeSTM_finetuned,galactica-125m_zero,galactica_correct_option,galactica-1.3b_zero,galactica-6.7b_zero,galactica-125m_finetuned,galactica-1.3b_finetuned,galactica-6.7b_finetuned
1653,4,4,1,4,4,1,2,0,0,0,3,3,4,0,0,2,3,0,0,1,3,3
1654,3,3,3,-1,2,3,5,0,0,0,2,2,4,0,0,3,2,0,4,2,2,2
1655,4,4,3,1,4,4,3,4,1,0,4,3,2,4,1,4,3,0,4,1,3,2
1656,5,2,1,1,2,1,3,4,1,1,3,4,2,0,1,2,4,0,2,3,3,3
1657,3,1,1,-1,2,1,4,1,0,1,0,2,0,1,1,3,2,0,3,2,2,2
1658,5,1,1,1,2,1,1,0,0,0,2,4,0,0,0,2,4,0,0,0,0,0
1659,1,3,3,5,1,3,5,0,0,0,0,0,2,0,0,1,0,1,2,2,2,3
1660,1,1,3,3,3,1,5,4,0,1,1,0,1,4,1,3,0,0,2,2,2,2
1661,5,1,3,-1,1,2,3,3,2,1,2,4,2,4,3,4,4,4,4,1,3,3
1662,5,3,1,1,2,3,4,3,0,3,4,4,2,3,3,3,4,0,3,1,2,2
1663,4,5,3,5,5,2,4,1,1,2,3,3,0,1,2,2,3,0,0,0,3,0
1664,3,1,1,1,1,2,3,2,2,2,2,2,2,2,2,3,2,0,0,0,2,2
1665,1,2,3,-1,3,1,4,3,1,2,2,0,2,3,3,3,0,0,0,1,0,2
1666,1,4,2,1,5,2,5,2,0,2,0,0,0,0,2,3,0,0,1,4,4,4
1667,2,1,3,-1,4,4,1,3,3,3,1,1,4,3,3,0,1,0,0,0,0,0
1668,5,5,3,4,4,1,4,2,0,4,2,4,3,2,4,0,4,0,1,4,3,3
1669,3,3,3,1,1,4,3,3,3,3,0,2,1,3,3,4,2,4,0,2,2,2
1670,4,4,2,4,2,3,1,0,3,4,1,3,0,0,4,2,3,2,1,3,3,3
1671,5,3,3,1,1,4,4,4,4,4,3,4,4,4,4,0,4,0,0,4,4,4
1672,5,3,1,-1,5,2,3,3,3,3,0,4,4,3,3,3,4,0,3,1,2,2
1673,2,2,2,1,3,4,4,0,0,0,3,1,4,0,0,0,1,0,1,2,3,1
1674,5,4,1,1,2,1,3,1,3,3,4,4,2,1,3,1,4,0,0,2,2,0
1675,1,4,2,1,3,4,1,3,3,3,2,0,3,3,3,0,0,0,1,2,3,3
1676,4,1,3,1,2,3,4,2,4,3,0,3,2,4,3,4,3,0,4,0,2,2
1677,3,3,3,1,1,4,3,0,1,0,2,2,3,1,0,1,2,0,0,2,2,3
1678,1,1,1,-1,1,3,2,3,0,0,0,0,1,3,0,1,0,0,1,0,0,2
1679,1,1,3,-1,1,4,3,1,0,0,0,0,3,1,0,1,0,2,2,0,0,0
1680,1,1,1,1,1,4,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1681,1,1,1,-1,5,4,4,3,3,3,2,0,3,3,3,2,0,0,0,4,4,4
1682,5,2,3,1,2,4,5,4,3,0,1,4,1,1,0,3,4,0,3,0,4,0
1683,2,4,3,5,4,2,2,4,1,4,0,1,1,4,4,4,1,0,1,0,0,0
1684,3,5,3,-1,5,3,4,0,4,1,2,2,2,0,1,3,2,0,0,2,2,2
1685,2,4,3,1,5,3,2,1,4,1,1,1,4,1,3,0,1,0,1,3,2,3
1686,1,1,1,1,5,4,5,4,4,4,0,0,4,4,4,0,0,0,4,4,3,3
1687,5,4,4,1,4,4,2,4,0,2,2,4,0,2,0,2,4,4,4,1,2,1
1688,5,1,1,1,5,4,4,3,3,3,4,4,3,3,3,4,4,2,4,1,1,1
1689,3,1,2,1,5,4,3,1,3,1,2,2,1,1,1,0,2,0,0,1,2,0
1690,4,4,3,-1,4,3,1,3,3,3,3,3,0,3,3,0,3,0,0,4,0,0
1691,2,4,3,-1,4,2,4,0,2,2,1,1,3,0,2,1,1,1,0,0,2,2
1692,1,2,1,-1,5,4,5,3,4,3,3,0,2,3,3,0,0,2,2,4,2,2
1693,3,2,2,1,2,7,4,4,3,3,4,2,2,3,3,4,2,0,3,3,3,3
1694,1,3,3,5,3,4,2,3,3,3,3,0,2,3,3,3,0,0,2,2,2,2
1695,3,2,2,1,5,1,1,1,1,1,0,2,0,1,1,2,2,0,2,1,3,4
1696,4,5,3,-1,5,4,4,0,0,0,3,3,4,0,0,3,3,0,1,2,2,2
1697,4,2,3,1,2,1,1,4,0,4,3,3,4,4,1,3,3,3,3,1,1,2
1698,1,5,3,5,2,3,2,0,0,0,0,0,2,0,0,3,0,0,1,1,4,1
1699,4,4,3,4,4,4,5,0,0,1,1,3,0,0,0,0,3,0,1,0,0,0
1700,4,3,3,1,5,1,3,0,0,0,0,3,1,0,0,0,3,0,2,1,1,1
1701,5,5,1,5,2,1,4,2,2,2,4,4,3,2,2,2,4,0,0,0,0,0
1702,5,4,3,-1,4,1,4,1,1,2,0,4,1,1,2,0,4,0,2,1,1,1
1703,1,1,3,1,1,1,1,1,1,1,0,0,3,1,1,3,0,2,2,1,2,2
1704,5,2,2,-1,5,2,4,4,0,0,4,4,3,0,4,0,4,0,0,1,3,4
1705,4,4,1,4,1,4,2,3,2,3,3,3,1,3,3,4,3,4,4,1,1,2
1706,3,1,3,1,3,1,3,1,0,4,2,2,0,0,4,3,2,0,0,0,2,2
1707,3,2,2,-1,5,1,3,2,2,2,2,2,0,2,2,0,2,0,2,2,3,2
1708,2,2,2,-1,4,4,3,3,0,3,1,1,4,2,4,0,1,0,1,2,2,4
1709,1,4,1,1,1,3,4,0,0,0,1,0,3,0,0,4,0,0,0,1,1,1
1710,2,2,2,1,2,4,4,4,0,3,3,1,2,4,3,4,1,4,4,1,3,2
1711,4,4,3,1,2,4,5,2,2,2,1,3,1,2,2,2,3,0,0,1,3,3
1712,1,3,3,1,1,1,1,0,1,1,2,0,1,0,1,1,0,0,0,3,2,2
1713,3,4,3,1,4,2,1,3,0,2,2,2,0,3,2,0,2,0,0,1,2,2
1714,5,3,3,4,5,2,1,4,2,3,2,4,4,1,3,0,4,0,2,1,3,3
1715,5,5,1,1,5,3,2,1,2,1,2,4,4,1,1,0,4,0,0,3,3,3
1716,4,4,5,-1,5,4,3,0,0,0,3,3,0,0,0,1,3,2,0,3,3,3
1717,5,5,2,5,5,4,5,3,3,3,2,4,0,3,3,0,4,2,2,0,0,0
1718,4,1,2,1,5,2,5,0,1,1,3,3,3,0,1,0,3,0,0,2,2,2
1719,5,1,1,1,4,1,4,4,4,4,4,4,1,4,4,2,4,4,4,1,0,0
1720,3,1,1,1,1,2,4,3,3,3,2,2,0,3,3,1,2,0,0,0,3,0
1721,5,4,4,1,5,4,2,4,0,4,4,4,1,4,0,4,4,0,0,1,0,0
1722,5,2,3,1,5,3,3,0,0,0,4,4,3,0,0,4,4,4,3,2,3,2
1723,2,5,3,-1,1,3,3,4,4,4,0,1,3,4,4,1,1,0,0,2,2,3
1724,2,4,2,1,2,1,5,1,4,4,4,1,2,1,4,0,1,0,2,4,2,3
1725,3,3,3,4,5,4,5,0,3,0,4,2,3,0,0,2,2,0,0,2,3,2
1726,4,5,3,1,5,1,1,2,2,2,0,3,2,2,2,2,3,0,0,0,0,0
1727,5,1,1,-1,1,4,1,4,4,4,0,4,0,4,4,1,4,0,0,3,2,3
1728,1,4,3,-1,4,3,3,0,0,0,2,0,2,0,0,4,0,4,0,1,2,2
1729,2,2,1,1,2,4,5,3,3,3,1,1,1,3,3,2,1,2,2,1,2,3
1730,1,1,1,-1,3,3,4,0,0,0,0,0,4,2,0,3,0,0,1,2,3,3
1731,4,1,3,1,3,4,5,0,0,0,3,3,0,0,0,1,3,0,1,0,3,3
1732,5,1,3,3,3,3,3,2,2,2,2,4,1,2,2,0,4,0,2,2,2,2
1733,2,2,2,1,3,3,4,4,4,4,1,1,1,4,4,4,1,0,0,0,0,3
1734,4,4,2,5,5,4,2,2,2,2,3,3,4,2,2,0,3,0,0,2,3,3
1735,5,4,1,-1,4,1,3,1,3,3,0,4,0,1,3,1,4,1,0,2,2,2
1736,5,5,3,1,5,4,5,1,1,1,0,4,0,1,1,1,4,0,0,0,2,2
1737,2,5,3,1,5,4,3,1,1,1,1,1,4,1,1,4,1,0,4,1,2,2
1738,1,1,1,-1,1,3,1,4,4,4,0,0,1,4,4,0,0,2,0,1,4,2
1739,3,1,1,-1,5,4,3,0,1,1,2,2,0,1,1,2,2,0,0,1,1,3
1740,2,1,1,-1,5,1,5,2,2,2,1,1,3,2,2,0,1,1,0,3,2,0
1741,3,3,2,1,1,1,5,0,0,0,3,2,0,0,0,2,2,0,2,3,3,0
1742,1,4,3,1,5,3,2,0,0,0,3,0,1,0,0,0,0,0,3,3,3,3
1743,2,1,1,1,5,2,4,0,0,0,2,1,2,0,0,0,1,0,0,2,2,2
1744,5,3,1,1,1,2,3,4,4,4,4,4,1,4,0,4,4,0,4,0,3,2
1745,2,1,3,1,1,4,3,2,3,1,4,1,3,3,3,1,1,2,1,2,2,2
1746,3,1,2,4,5,4,3,4,1,4,2,2,3,1,1,3,2,0,0,4,0,0
1747,1,1,1,-1,1,2,1,2,2,2,0,0,4,2,2,0,0,2,2,2,2,2
1748,4,5,1,1,5,3,2,2,2,0,1,3,2,2,2,1,3,3,1,1,1,1
1749,4,3,1,1,5,2,1,3,3,3,2,3,4,3,3,4,3,4,1,3,3,1
1750,3,2,3,5,2,1,2,0,4,0,1,2,3,4,2,3,2,0,1,1,2,2
1751,3,2,2,1,2,1,4,1,4,1,2,2,1,1,1,3,2,0,1,2,2,2
1752,2,3,2,1,5,2,3,0,0,0,4,1,0,0,0,3,1,3,3,2,2,2
1753,1,4,1,-1,2,2,5,3,3,3,2,0,2,3,3,4,0,4,4,1,1,1
1754,2,3,3,-1,1,3,1,1,3,1,3,1,4,3,1,3,1,3,3,2,4,2
1755,5,1,2,1,2,3,1,1,1,1,3,4,3,1,1,3,4,2,3,1,0,2
1756,3,2,2,5,2,1,2,3,3,1,2,2,4,3,1,2,2,2,2,1,2,2
1757,2,4,3,-1,4,2,5,1,1,1,0,1,1,1,1,0,1,1,1,1,2,2
1758,1,1,1,-1,5,3,2,4,4,4,0,0,1,3,3,4,0,4,4,2,2,1
1759,3,3,3,1,5,1,5,2,4,2,1,2,0,2,2,4,2,0,0,2,2,2
1760,4,4,1,-1,2,1,2,1,1,1,1,3,4,1,1,0,3,2,2,1,3,2
1761,3,1,3,1,3,2,4,1,1,1,1,2,1,1,1,4,2,2,4,1,3,1
1762,3,3,1,5,4,4,2,2,2,2,2,2,1,2,2,0,2,1,1,0,2,2
1763,5,5,1,1,2,1,2,4,4,4,0,4,4,4,4,0,4,0,2,2,3,2
1764,2,1,1,-1,5,2,3,0,2,3,0,1,2,2,3,2,1,2,2,1,3,3
1765,2,1,3,-1,5,1,5,3,3,3,1,1,4,3,1,2,1,2,0,1,3,3
1766,5,2,1,1,2,2,5,1,1,1,1,4,4,1,1,3,4,0,3,2,0,2
1767,5,4,3,1,5,1,2,4,1,1,2,4,3,4,1,2,4,0,2,2,3,2
1768,5,4,3,4,4,3,4,3,1,3,4,4,0,3,3,0,4,0,1,2,3,2
1769,3,5,3,-1,5,1,5,4,1,2,3,2,3,3,2,1,2,0,0,4,3,2
1770,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,0,1,0,1,1,3,2
1771,5,3,2,1,1,3,2,4,3,3,3,4,1,3,3,1,4,0,1,2,3,3
1772,3,2,2,2,2,2,2,1,3,3,4,2,3,1,2,0,2,0,1,2,3,3
1773,4,1,3,-1,3,1,4,0,0,0,2,3,3,0,0,0,3,0,2,1,2,2
1774,2,3,3,5,4,1,3,3,3,3,0,1,1,3,3,0,1,0,1,2,2,2
1775,3,1,1,-1,1,1,3,0,0,0,4,2,1,0,0,1,2,3,3,1,2,2
1776,5,1,3,1,5,4,1,4,2,4,1,4,2,4,4,3,4,0,0,1,2,2
1777,1,1,3,-1,2,4,4,2,4,2,0,0,3,4,4,4,0,0,0,1,1,1
1778,4,4,2,1,4,3,1,1,4,1,3,3,0,1,1,4,3,0,0,2,2,3
1779,4,1,1,1,5,3,5,4,4,4,3,3,3,4,4,1,3,1,1,4,4,4
1780,1,4,3,-1,5,2,2,0,4,4,1,0,1,0,4,0,0,0,1,1,3,2
1781,2,3,3,1,3,2,3,2,2,2,3,1,2,2,3,4,1,0,0,1,3,2
1782,1,2,2,1,3,3,5,3,3,0,4,0,2,3,0,3,0,0,1,1,2,0
1783,2,5,1,5,5,3,2,1,1,1,4,1,0,1,1,3,1,0,0,1,1,1
1784,2,1,2,1,5,1,1,4,2,2,1,1,2,2,2,0,1,0,0,2,3,0
1785,3,4,3,1,2,4,2,2,3,0,0,2,0,2,3,4,2,4,1,1,2,2
1786,1,5,1,-1,2,1,2,0,1,0,3,0,3,0,0,2,0,0,2,1,3,3
1787,5,5,3,5,5,3,3,1,1,1,1,4,2,1,1,0,4,0,0,1,2,2
1788,3,4,1,1,3,1,3,4,4,4,0,2,3,4,4,3,2,0,1,4,4,4
1789,3,3,2,-1,2,1,2,2,3,0,1,2,3,0,0,2,2,2,0,3,3,3
1790,1,2,3,-1,3,2,4,4,4,4,3,0,0,4,0,0,0,0,1,2,2,2
1791,3,3,3,1,4,3,2,3,3,3,3,2,2,3,3,1,2,0,3,0,3,0
1792,5,5,3,1,4,3,4,2,1,2,2,4,2,2,3,1,4,0,0,2,3,3
1793,2,4,2,-1,2,1,1,1,3,0,0,1,1,1,3,2,1,0,0,1,0,1
1794,3,1,2,-1,5,3,3,3,3,3,4,2,3,3,3,3,2,0,0,1,2,0
1795,2,1,1,-1,3,2,5,2,0,2,3,1,3,3,0,0,1,4,0,1,1,1
1796,1,4,3,1,1,1,3,3,3,3,4,0,3,3,3,0,0,0,0,2,3,3
1797,1,1,1,1,1,3,4,2,2,2,0,0,2,2,2,0,0,2,2,1,3,1
1798,1,1,3,1,3,3,4,2,1,2,4,0,4,0,2,0,0,0,1,2,2,2
1799,1,2,2,1,5,2,4,0,2,0,0,0,4,4,1,3,0,0,1,1,4,1
1800,4,4,2,1,5,2,2,4,4,4,1,3,2,4,4,3,3,3,0,0,0,1
1801,3,1,3,-1,5,2,5,4,2,4,2,2,4,4,4,0,2,2,4,3,3,3
1802,3,2,2,1,1,4,4,2,2,2,2,2,3,2,2,2,2,0,0,1,1,1
1803,3,4,3,1,2,1,4,1,1,1,2,2,1,1,1,4,2,0,4,1,3,3
1804,3,1,3,-1,3,2,1,2,4,4,4,2,4,1,4,0,2,0,0,3,3,3
1805,3,1,3,1,3,1,2,1,1,1,2,2,3,1,1,1,2,0,0,0,0,3
1806,3,1,3,1,3,1,2,3,3,0,2,2,0,3,0,1,2,1,1,3,3,3
1807,3,3,3,1,5,2,4,0,3,2,0,2,4,1,0,3,2,0,0,2,2,2
1808,4,4,4,1,4,2,4,1,1,1,4,3,4,1,1,2,3,0,0,0,0,0
1809,2,3,3,5,5,1,5,3,1,1,1,1,3,0,1,0,1,0,1,2,2,2
1810,2,4,3,4,2,1,3,2,2,2,1,1,0,2,2,0,1,0,1,1,1,1
1811,3,3,3,5,5,2,5,2,1,1,0,2,2,2,4,1,2,1,1,1,2,2
1812,4,4,2,1,2,4,5,0,0,0,3,3,4,0,0,2,3,0,2,3,3,1
1813,2,2,2,4,4,4,4,1,1,2,1,1,3,1,2,4,1,0,0,1,1,1
1814,5,5,2,5,1,3,5,3,3,3,0,4,4,3,3,2,4,0,0,0,0,0
1815,2,4,2,-1,1,1,2,1,1,4,1,1,0,1,0,0,1,2,0,2,3,2
1816,2,4,3,2,5,3,5,2,2,2,3,1,0,2,2,0,1,1,1,1,3,3
1817,5,1,3,1,1,3,2,1,1,3,2,4,3,1,0,1,4,0,0,1,2,2
1818,4,4,3,1,4,2,3,3,0,3,2,3,2,3,0,2,3,0,0,1,1,1
1819,2,2,2,2,2,1,4,3,3,3,1,1,3,3,3,0,1,0,1,4,4,4
1820,3,1,2,1,5,1,5,1,4,1,4,2,1,3,4,2,2,0,0,1,3,0
1821,5,2,3,-1,2,2,2,4,4,4,3,4,1,4,4,0,4,0,1,2,2,2
1822,2,4,2,-1,4,2,1,0,0,0,3,1,2,0,0,0,1,0,0,2,2,2
1823,3,2,1,-1,2,4,1,1,0,0,2,2,2,3,0,4,2,0,0,1,2,2
1824,2,3,1,1,4,1,5,0,0,0,1,1,2,0,0,3,1,3,0,1,0,0
1825,5,5,2,1,5,1,2,0,0,0,4,4,4,0,0,2,4,0,0,0,3,3
1826,2,2,2,2,2,1,1,4,4,4,1,1,0,4,4,0,1,4,4,1,2,2
1827,4,1,1,1,5,4,3,0,0,0,3,3,0,0,0,2,3,2,0,2,3,2
1828,1,1,1,-1,5,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0
1829,2,3,3,2,4,4,5,4,4,3,1,1,1,4,4,0,1,0,0,2,2,3
1830,3,4,1,-1,2,1,3,2,0,2,2,2,0,2,2,0,2,0,3,3,3,3
1831,5,1,1,-1,1,1,3,1,0,4,4,4,4,1,0,1,4,3,3,2,2,1
1832,4,3,3,1,4,3,1,1,3,3,1,3,2,1,3,1,3,1,0,1,2,2
1833,5,4,3,1,4,4,1,3,2,3,0,4,0,3,1,4,4,0,0,3,4,4
1834,3,3,3,3,5,3,2,0,0,0,2,2,0,0,0,0,2,0,0,1,3,2
1835,3,3,3,1,5,4,3,0,0,0,1,2,3,1,0,1,2,0,1,2,2,3
1836,2,3,1,-1,3,1,4,2,2,0,1,1,1,2,0,0,1,0,0,0,0,3
1837,2,4,3,1,5,1,1,1,2,2,4,1,1,1,1,2,1,2,2,3,0,0
1838,2,1,2,1,2,3,1,2,3,4,4,1,0,2,1,3,1,0,0,1,2,0
1839,4,1,3,1,4,2,1,1,0,1,3,3,0,1,1,4,3,4,4,3,2,2
1840,4,1,2,-1,1,1,5,3,0,2,3,3,2,3,3,4,3,4,0,0,2,2
1841,2,4,3,1,4,2,2,1,1,1,1,1,1,1,1,0,1,0,0,0,3,2
1842,3,3,5,1,3,2,5,2,3,4,3,2,3,2,2,1,2,0,2,3,3,3
1843,2,2,2,1,2,1,5,4,1,1,4,1,4,1,1,3,1,3,3,1,1,2
1844,5,2,3,-1,1,4,1,3,3,4,4,4,0,3,3,3,4,0,3,2,2,2
1845,5,5,1,1,5,2,3,0,0,0,4,4,4,0,0,1,4,1,1,2,2,2
1846,3,3,3,1,5,3,1,2,1,2,2,2,2,3,2,1,2,0,4,4,4,3
1847,2,1,3,5,5,2,1,1,4,2,1,1,1,3,2,1,1,0,3,3,0,1
1848,5,3,1,1,2,4,4,2,2,0,1,4,4,2,0,0,4,0,4,0,0,0
1849,2,2,2,4,2,1,4,2,3,2,0,1,3,2,1,4,1,0,4,3,2,2
1850,1,3,3,3,5,3,2,1,1,1,2,0,2,1,1,1,0,0,0,2,2,2
1851,5,4,4,-1,1,3,3,3,3,1,2,4,4,3,1,4,4,4,1,1,1,2
1852,1,1,1,1,1,4,1,0,3,0,0,0,3,0,0,4,0,4,4,1,2,1
1853,1,2,1,1,1,1,3,2,2,2,0,0,0,2,2,2,0,0,0,0,4,0
1854,4,4,2,5,5,1,2,1,1,1,0,3,1,1,1,0,3,0,1,1,1,3
1855,5,1,3,2,3,1,5,1,1,1,4,4,4,4,1,0,4,0,3,1,4,4
1856,4,5,3,5,3,1,3,2,2,2,1,3,4,2,2,0,3,0,0,2,3,3
1857,5,3,3,3,4,3,4,3,3,3,2,4,0,3,2,1,4,0,0,2,3,3
1858,4,3,3,1,3,1,5,4,4,4,3,3,3,4,4,3,3,0,0,1,2,2
1859,1,1,1,1,5,2,4,1,0,1,4,0,4,4,1,2,0,0,0,0,0,0
1860,5,4,2,1,5,2,4,1,1,1,0,4,0,1,1,3,4,0,0,1,1,1
1861,2,1,3,1,1,2,5,1,1,1,1,1,3,1,1,2,1,3,2,1,1,3
1862,3,2,1,1,5,2,4,4,4,4,4,2,4,4,4,3,2,3,3,1,2,2
1863,3,4,3,1,4,3,3,2,1,1,2,2,4,2,1,0,2,1,2,2,3,3
1864,3,5,3,5,5,1,5,0,3,4,2,2,1,0,2,0,2,3,3,2,4,2
1865,3,3,2,1,5,2,3,1,1,1,2,2,2,3,0,3,2,0,0,2,2,2
1866,2,2,3,-1,2,4,3,0,0,3,1,1,1,0,0,3,1,0,1,1,4,2
1867,5,3,3,5,5,4,1,2,1,3,4,4,2,2,3,3,4,0,4,1,4,2
1868,5,4,3,1,1,3,3,3,4,2,2,4,1,4,4,1,4,1,0,4,2,2
1869,4,2,3,1,4,1,5,2,2,2,3,3,2,2,2,4,3,4,4,1,3,2
1870,5,2,3,5,5,4,4,2,2,2,2,4,1,2,2,0,4,0,1,2,3,3
1871,1,1,2,1,1,3,2,0,4,1,1,0,1,4,2,2,0,0,2,1,4,1
1872,2,2,2,2,2,4,2,1,2,3,1,1,0,3,3,0,1,0,0,1,3,3
1873,5,4,2,1,5,1,3,0,0,0,4,4,2,0,0,4,4,4,0,1,2,2
1874,1,1,2,5,5,4,4,2,4,0,4,0,4,2,2,1,0,1,1,0,3,0
1875,1,3,2,5,1,1,4,0,2,4,0,0,1,0,2,4,0,4,4,3,2,3
1876,2,1,2,4,2,3,5,3,1,3,0,1,3,3,3,4,1,0,0,1,2,2
1877,4,3,2,-1,2,4,2,1,4,3,3,3,0,4,3,0,3,0,0,0,0,4
1878,5,3,3,-1,3,3,2,2,2,2,3,4,1,2,2,0,4,1,0,0,2,2
1879,1,1,1,-1,3,2,5,3,3,3,0,0,1,0,3,3,0,1,3,1,1,1
1880,2,1,1,-1,2,3,3,0,0,0,1,1,2,0,0,3,1,3,0,4,4,4
1881,4,4,3,1,4,3,5,0,3,3,3,3,2,0,3,0,3,0,2,2,2,2
1882,3,4,1,4,4,3,1,1,4,1,1,2,1,4,1,2,2,0,0,0,3,3
1883,1,4,2,1,4,4,2,1,1,0,0,0,2,1,1,0,0,4,4,4,4,4
1884,1,4,2,5,4,2,3,3,3,3,0,0,2,3,3,0,0,0,1,1,3,3
1885,4,5,3,5,2,4,4,4,4,4,3,3,2,4,4,3,3,3,3,1,2,2
1886,2,3,3,1,3,4,5,1,1,2,2,1,0,1,3,0,1,0,3,3,3,3
1887,2,5,5,1,2,3,1,2,2,2,1,1,2,2,2,4,1,0,4,2,2,2
1888,1,4,2,1,1,1,1,3,3,1,3,0,3,1,1,4,0,0,4,1,0,0
1889,2,1,2,-1,5,4,3,1,1,1,1,1,1,1,1,4,1,4,0,2,0,2
1890,4,2,2,1,2,3,5,2,2,2,2,3,3,2,2,0,3,0,1,2,3,2
1891,5,4,2,4,5,1,3,1,2,2,4,4,2,4,2,2,4,0,0,4,3,4
1892,4,2,2,4,2,1,3,0,4,0,3,3,1,0,0,4,3,4,4,1,3,3
1893,4,1,2,5,5,3,5,1,1,1,1,3,4,1,1,2,3,0,2,3,4,3
1894,3,2,2,1,3,4,4,4,4,2,2,2,1,0,4,3,2,3,2,1,2,2
1895,4,1,2,1,3,3,1,1,4,1,3,3,1,1,0,3,3,0,2,1,2,2
1896,4,1,3,1,1,3,4,1,1,1,3,3,0,1,1,1,3,0,0,2,2,2
1897,1,1,2,-1,5,2,5,3,2,3,0,0,1,2,3,0,0,0,1,1,3,2
1898,1,4,3,4,5,3,4,2,2,2,0,0,4,2,2,0,0,0,2,4,3,3
1899,5,3,3,-1,4,4,4,1,4,1,4,4,2,1,1,1,4,0,1,2,3,3
1900,2,4,1,-1,5,2,3,2,4,0,1,1,4,0,0,0,1,0,0,1,0,0
1901,1,4,2,1,1,1,1,2,2,2,0,0,2,2,2,0,0,0,4,4,4,4
1902,5,5,3,5,5,1,1,2,4,0,4,4,0,2,4,4,4,0,4,2,3,2
1903,2,5,2,4,5,2,3,1,1,1,1,1,0,1,1,2,1,0,0,3,3,3
1904,3,4,2,1,4,4,4,4,4,4,2,2,1,4,4,2,2,0,1,1,1,1
1905,4,4,3,-1,4,4,4,0,3,3,3,3,1,2,3,3,3,0,0,4,2,2
1906,4,4,3,-1,4,4,3,4,4,4,3,3,4,4,4,3,3,0,3,2,4,2
1907,1,5,3,4,2,1,5,2,2,2,0,0,0,2,2,4,0,0,4,1,3,0
1908,3,3,4,3,3,1,5,1,1,1,2,2,1,1,1,0,2,0,2,2,2,2
1909,4,1,2,-1,2,4,4,1,1,1,3,3,4,1,1,2,3,0,0,0,4,0
1910,2,3,3,-1,2,2,5,4,4,4,1,1,2,2,1,3,1,3,1,2,4,1
1911,2,5,3,5,5,4,5,0,0,0,0,1,0,0,0,1,1,0,0,3,3,4
1912,4,5,3,1,3,1,2,3,3,1,1,3,3,3,3,3,3,0,0,1,1,1
1913,5,3,3,1,3,1,2,3,1,3,0,4,4,3,3,4,4,4,4,1,1,1
1914,3,3,3,3,3,2,4,2,2,2,2,2,1,2,2,2,2,0,0,0,3,3
1915,1,1,1,-1,1,3,2,3,2,3,0,0,2,3,3,0,0,0,1,2,3,1
1916,2,5,3,5,2,4,1,1,1,1,1,1,2,4,1,0,1,3,1,2,2,3
1917,1,1,3,-1,3,4,2,2,2,2,1,0,3,2,2,4,0,0,0,2,3,2
1918,3,3,3,-1,4,4,2,0,0,4,2,2,3,0,4,0,2,0,2,2,2,2
1919,2,1,2,1,2,2,5,1,2,2,4,1,1,1,2,2,1,2,2,0,0,4
1920,4,4,2,-1,2,2,4,2,2,2,2,3,0,2,2,0,3,0,1,2,3,2
1921,3,4,2,4,2,2,1,3,3,3,4,2,4,3,3,0,2,0,1,3,3,3
1922,4,4,3,4,5,2,5,3,3,3,3,3,4,3,3,1,3,0,0,2,2,3
1923,3,2,3,4,4,3,4,2,2,2,4,2,3,2,2,2,2,0,1,1,3,3
1924,3,4,5,-1,2,4,4,2,3,3,1,2,2,2,3,2,2,0,0,0,4,3
1925,2,1,3,1,2,3,2,3,3,3,1,1,4,3,3,1,1,0,0,3,2,3
1926,5,3,3,1,3,2,3,2,1,2,4,4,1,2,2,4,4,4,4,1,2,2
1927,1,3,3,3,3,3,1,0,0,0,0,0,4,2,2,0,0,0,2,2,2,2
1928,4,4,2,1,5,2,3,3,2,2,2,3,2,2,2,0,3,0,0,1,3,3
1929,3,1,2,1,5,3,3,4,4,4,2,2,4,4,0,0,2,3,1,2,1,2
1930,2,1,3,1,5,2,5,2,3,2,4,1,2,3,3,3,1,3,3,2,1,2
1931,3,1,3,1,2,3,1,2,2,2,3,2,1,2,2,1,2,3,0,1,3,2
1932,2,2,3,1,2,3,4,0,0,0,2,1,0,0,0,0,1,0,1,1,2,2
1933,1,1,2,1,2,1,2,0,1,1,1,0,4,1,1,3,0,3,3,1,2,2
1934,1,4,1,1,2,4,4,1,2,3,3,0,4,3,3,3,0,0,3,2,2,2
1935,2,2,1,-1,3,4,5,2,2,2,1,1,4,2,2,0,1,0,1,4,0,3
1936,2,4,3,4,4,2,3,3,3,3,2,1,4,3,3,1,1,0,1,2,3,3
1937,4,5,3,5,5,4,3,1,1,1,0,3,0,1,2,0,3,3,3,2,2,2
1938,2,2,3,4,3,1,3,4,3,3,3,1,3,3,3,0,1,0,4,4,3,3
1939,3,5,2,1,5,2,3,3,4,3,0,2,3,0,3,2,2,0,0,1,0,0
1940,4,4,3,1,1,4,5,2,3,3,3,3,1,3,3,1,3,0,0,1,1,1
1941,3,2,2,1,2,4,3,1,0,0,2,2,1,0,0,0,2,0,1,1,1,1
1942,2,2,5,5,2,4,1,3,3,3,0,1,1,3,3,0,1,0,4,3,3,1
1943,3,5,2,3,5,1,1,4,0,0,0,2,4,4,4,4,2,0,1,1,3,3
