,correct_option,validated_option,llama70b,llama13b,llama7b,gpt35turbo,finetuned_gpt3,random,MoMu_zero,multimodal_correct_option,MoleculeSTM_zero,KV-PLM_zero,kvplm_correct_option,SciBERT_zero,MoMu_finetuned,MoleculeSTM_finetuned,galactica-125m_zero,galactica_correct_option,galactica-1.3b_zero,galactica-6.7b_zero,galactica-125m_finetuned,galactica-1.3b_finetuned,galactica-6.7b_finetuned
1329,2,2,2,2,4,2,1,2,2,1,2,2,1,0,2,2,0,1,0,0,1,3,0
1330,2,2,3,2,5,2,2,5,1,1,1,3,1,1,1,1,0,1,0,1,1,1,1
1331,4,4,2,2,2,1,4,2,0,3,3,3,3,1,0,3,0,3,0,0,1,2,3
1332,2,2,2,1,5,2,2,4,3,1,2,4,1,4,3,2,0,1,0,0,2,2,1
1333,3,3,3,3,1,3,1,4,3,2,2,2,2,0,2,0,1,2,0,0,1,2,0
1334,3,3,1,4,5,1,3,1,0,2,0,2,2,3,0,0,0,2,0,0,1,0,0
1335,3,3,3,3,5,3,3,1,4,2,4,1,2,1,4,4,0,2,2,2,1,2,2
1336,2,2,4,2,1,2,1,4,1,1,4,4,1,3,1,2,0,1,0,0,1,0,0
1337,3,3,3,3,5,3,3,2,3,2,3,3,2,0,2,3,0,2,0,0,1,2,0
1338,5,5,3,5,5,3,5,2,0,4,2,0,4,2,4,1,0,4,0,0,1,0,0
1339,4,4,5,1,4,2,4,2,3,3,3,3,3,3,3,3,0,3,0,0,1,3,3
1340,4,4,4,2,5,2,4,1,0,3,2,0,3,3,3,0,0,3,0,0,1,3,3
1341,4,4,4,5,4,4,4,4,1,3,0,0,3,0,4,0,0,3,0,0,1,0,0
1342,3,3,3,3,5,3,1,5,2,2,1,2,2,1,1,1,0,2,0,2,1,2,2
1343,4,4,2,2,5,2,3,4,1,3,3,1,3,4,1,0,0,3,0,0,1,2,1
1344,2,2,2,2,2,2,2,5,3,1,3,3,1,1,0,0,0,1,0,0,1,0,0
1345,2,2,2,2,5,2,2,1,0,1,4,2,1,0,0,4,0,1,0,0,0,0,0
1346,1,1,4,3,5,2,1,5,2,0,4,0,0,0,3,4,0,0,0,0,1,0,0
1347,1,1,2,3,5,5,2,1,4,0,4,1,0,1,4,4,0,0,0,0,1,1,0
1348,5,5,4,3,4,2,3,1,1,4,0,4,4,2,0,0,0,4,0,0,1,0,0
1349,3,3,3,2,4,3,2,3,2,2,2,3,2,1,1,1,0,2,0,0,1,2,2
1350,4,4,4,4,4,1,5,5,3,3,3,3,3,1,3,0,0,3,0,0,1,0,0
1351,1,1,2,2,4,2,1,1,4,0,0,1,0,1,4,4,0,0,0,0,0,0,0
1352,4,4,4,2,1,1,1,4,3,3,3,2,3,1,4,3,0,3,0,0,1,0,0
1353,3,3,3,3,1,3,3,4,1,2,2,3,2,2,3,3,0,2,0,2,1,2,2
1354,3,3,3,3,4,3,3,4,4,2,0,3,2,0,4,4,4,2,0,0,1,2,2
1355,3,3,3,3,5,3,3,4,4,2,4,4,2,0,4,4,0,2,2,2,1,2,2
1356,3,3,3,3,4,3,3,4,3,2,4,1,2,0,1,2,0,2,0,0,1,2,2
1357,3,3,4,3,5,4,2,3,0,2,0,0,2,4,0,0,0,2,0,0,1,0,0
1358,3,3,3,1,3,3,3,1,2,2,0,0,2,4,0,0,0,2,2,0,1,2,2
1359,4,4,3,4,5,4,1,4,0,3,0,1,3,4,0,0,0,3,2,2,1,3,2
1360,4,4,4,5,3,3,4,4,3,3,3,3,3,3,3,3,0,3,0,0,3,3,3
1361,4,4,4,1,5,4,4,1,1,3,1,1,3,4,1,1,0,3,3,0,3,3,3
1362,5,5,2,3,2,2,5,2,0,4,4,4,4,2,0,4,0,4,0,0,1,0,4
1363,3,3,3,3,5,2,3,4,3,2,2,2,2,4,3,2,0,2,0,0,1,0,2
1364,2,2,2,2,5,3,3,3,2,1,4,2,1,1,2,4,0,1,0,0,1,1,1
1365,3,3,3,3,5,3,3,3,2,2,0,0,2,2,2,0,0,2,0,0,2,2,2
1366,5,5,5,5,5,5,5,1,3,4,4,3,4,4,3,4,0,4,0,0,0,2,4
1367,4,4,4,4,4,4,4,4,4,3,3,3,3,0,3,3,0,3,0,0,1,3,3
1368,3,3,3,3,4,3,3,2,3,2,0,2,2,3,4,2,0,2,0,0,1,2,0
1369,4,4,4,5,4,4,4,2,3,3,3,0,3,4,3,3,0,3,0,0,1,3,3
1370,5,5,2,1,5,4,2,2,4,4,3,4,4,0,4,4,2,4,0,0,1,1,3
1371,3,3,3,3,1,3,3,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
1372,4,4,4,3,5,2,3,1,1,3,4,3,3,1,1,4,0,3,0,0,1,2,0
1373,3,3,3,5,5,1,2,4,2,2,2,4,2,1,0,3,0,2,0,0,1,3,0
1374,3,3,3,3,5,5,3,3,2,2,0,3,2,2,4,4,0,2,0,0,1,2,2
1375,4,4,4,3,1,3,4,3,2,3,2,2,3,0,1,0,0,3,0,0,1,2,0
1376,3,3,4,3,2,3,1,4,1,2,0,0,2,4,2,0,0,2,0,0,1,3,0
1377,2,2,4,2,5,2,2,5,1,1,2,4,1,3,3,1,0,1,0,0,1,2,1
1378,2,2,2,2,1,2,2,5,1,1,0,1,1,3,0,0,0,1,0,0,1,1,1
1379,3,3,2,1,5,3,4,4,3,2,3,2,2,1,3,3,0,2,0,0,1,2,0
1380,4,4,4,4,5,4,4,3,3,3,1,4,3,4,3,1,0,3,3,0,1,3,3
1381,2,2,2,5,5,3,1,4,3,1,3,4,1,0,0,3,0,1,0,0,0,1,0
1382,3,3,3,3,3,3,3,1,1,2,2,3,2,2,2,1,0,2,0,0,1,2,2
1383,3,3,1,3,5,3,1,2,2,2,2,2,2,2,0,0,0,2,0,0,1,0,0
1384,1,1,4,3,5,3,5,1,0,0,4,2,0,0,0,4,0,0,0,0,1,0,0
1385,5,5,1,3,1,1,1,4,1,4,2,4,4,4,4,0,0,4,0,0,1,0,2
1386,3,3,3,3,5,3,2,3,3,2,2,3,2,0,3,2,0,2,0,0,1,2,2
1387,3,3,3,3,3,3,3,5,3,2,4,4,2,1,3,4,0,2,2,2,1,2,2
1388,4,4,2,3,5,4,2,2,3,3,0,3,3,3,3,0,0,3,0,0,1,2,2
1389,2,2,2,5,5,4,1,4,2,1,0,3,1,1,2,3,0,1,0,0,0,3,3
1390,3,3,3,3,5,3,1,3,0,2,0,3,2,3,3,1,0,2,0,0,1,0,0
1391,5,5,3,2,5,5,3,5,0,4,2,0,4,1,2,2,0,4,0,0,1,0,0
1392,5,5,3,3,5,5,1,4,1,4,1,1,4,2,1,1,0,4,0,0,1,0,0
1393,3,3,4,3,5,4,3,5,4,2,4,3,2,2,4,4,0,2,3,0,1,3,2
1394,3,3,2,3,5,4,2,3,1,2,3,0,2,2,4,0,0,2,0,0,1,3,3
1395,5,5,2,1,4,2,1,5,4,4,3,1,4,2,3,3,0,4,0,0,1,0,1
1396,4,4,4,4,5,4,5,2,1,3,3,1,3,2,1,0,0,3,0,0,1,0,3
1397,3,3,3,3,3,3,3,3,4,2,4,2,2,1,4,4,0,2,0,0,0,2,2
1398,5,5,4,5,5,5,5,1,4,4,4,4,4,4,4,4,0,4,0,0,2,4,4
1399,3,3,3,3,4,3,3,1,2,2,2,2,2,0,2,2,0,2,2,2,1,2,2
1400,5,5,4,3,5,2,4,5,2,4,4,4,4,1,4,4,0,4,0,0,1,2,4
1401,3,3,3,2,5,3,1,2,2,2,2,2,2,1,2,2,0,2,0,0,1,1,0
1402,2,2,2,2,5,2,1,3,1,1,4,1,1,4,1,4,0,1,0,0,1,1,1
1403,5,5,4,5,4,1,5,2,1,4,0,0,4,3,4,4,0,4,0,0,1,4,4
1404,4,4,4,4,4,4,4,1,1,3,1,3,3,3,0,1,0,3,0,0,1,2,1
1405,4,4,4,5,5,4,2,4,0,3,1,4,3,4,0,4,0,3,0,0,1,1,4
1406,1,1,4,1,5,1,3,1,2,0,0,2,0,0,2,2,0,0,0,0,1,0,0
1407,3,3,2,3,3,3,2,5,0,2,2,1,2,4,0,2,0,2,0,0,1,2,2
1408,2,2,4,2,5,2,1,1,1,1,2,2,1,4,1,2,0,1,2,0,1,2,0
1409,4,4,2,1,5,4,1,5,1,3,0,1,3,2,1,0,0,3,0,0,1,0,0
1410,2,2,2,3,5,1,1,2,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0
1411,2,2,2,2,5,5,2,5,2,1,1,3,1,0,2,1,0,1,3,0,0,0,0
1412,3,3,4,2,4,5,3,5,2,2,4,2,2,4,2,3,0,2,0,0,1,0,0
1413,3,3,3,3,3,3,3,4,0,2,0,3,2,0,3,0,0,2,0,0,0,0,2
1414,5,5,4,3,5,5,1,2,3,4,4,1,4,0,4,4,0,4,0,0,1,0,0
1415,4,4,4,4,4,4,4,5,3,3,3,0,3,2,3,3,0,3,0,3,1,3,3
1416,4,4,4,4,5,4,1,3,4,3,1,1,3,0,4,4,0,3,0,0,1,2,3
1417,3,3,3,3,5,2,3,1,1,2,2,2,2,1,2,2,0,2,0,0,1,2,2
1418,3,3,4,3,4,3,2,3,2,2,0,0,2,1,2,3,0,2,0,0,1,1,0
1419,4,4,4,4,4,4,4,3,2,3,4,3,3,4,2,1,0,3,3,0,1,3,3
1420,3,3,3,5,5,3,3,2,2,2,1,1,2,0,2,2,0,2,0,0,1,2,2
1421,3,3,4,3,5,5,3,5,2,2,4,2,2,2,2,2,0,2,2,0,1,0,0
1422,3,3,3,3,5,3,3,2,1,2,0,2,2,3,3,2,0,2,0,0,1,2,0
1423,4,4,3,3,5,5,2,1,1,3,3,2,3,0,2,0,0,3,0,0,1,2,0
1424,3,3,4,5,5,3,5,4,2,2,2,2,2,4,2,2,0,2,0,3,1,2,2
1425,4,4,2,2,4,2,2,3,4,3,3,3,3,4,3,0,0,3,0,0,1,2,0
1426,4,4,2,2,4,15,2,4,2,3,2,2,3,0,4,4,0,3,0,0,1,0,1
1427,4,4,4,4,5,1,4,5,3,3,0,3,3,1,4,3,0,3,0,0,1,1,3
1428,2,2,4,3,5,-1,1,3,1,1,1,1,1,3,0,0,0,1,0,0,0,0,0
1429,1,1,4,5,5,5,3,5,1,0,3,4,0,3,1,3,0,0,2,0,2,2,0
1430,4,4,3,5,3,2,4,1,4,3,3,4,3,4,0,0,0,3,0,0,1,0,0
1431,5,5,4,3,5,2,5,1,1,4,4,0,4,3,1,0,0,4,0,0,0,2,4
1432,3,3,2,3,2,3,3,1,0,2,1,3,2,1,3,0,0,2,0,0,1,2,0
1433,3,3,2,5,5,4,2,1,2,2,0,1,2,1,2,0,0,2,4,0,0,0,0
1434,3,3,4,3,5,3,3,1,0,2,0,0,2,3,0,0,0,2,0,0,1,2,2
1435,2,2,2,2,5,2,2,3,1,1,1,1,1,4,1,1,0,1,0,0,1,2,1
1436,4,4,4,5,4,1,4,1,0,3,2,2,3,1,3,2,0,3,0,0,1,0,0
1437,5,5,5,3,4,5,1,4,4,4,4,4,4,1,4,4,0,4,0,0,2,1,0
1438,2,2,4,2,5,2,2,4,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1
1439,5,5,3,3,5,2,1,3,1,4,4,2,4,2,3,1,0,4,0,0,1,0,0
1440,3,3,4,3,5,3,1,3,0,2,2,2,2,0,0,2,0,2,2,0,1,2,0
1441,3,3,4,3,5,3,1,2,2,2,0,0,2,1,2,0,0,2,0,0,1,0,0
1442,3,3,3,3,4,5,3,1,3,2,4,2,2,4,3,2,0,2,0,2,1,0,2
1443,2,2,3,3,5,5,4,4,0,1,4,1,1,4,0,1,0,1,0,0,1,1,0
1444,4,4,4,4,5,4,4,4,3,3,3,3,3,4,3,3,0,3,4,0,1,3,3
1445,5,5,2,3,5,5,2,4,4,4,4,4,4,1,4,4,0,4,0,2,1,2,1
1446,3,3,3,3,3,5,3,4,0,2,4,2,2,2,0,1,0,2,2,2,1,2,2
1447,3,3,4,3,5,3,2,4,2,2,0,4,2,4,2,2,0,2,0,0,1,3,0
1448,2,2,2,2,1,2,4,5,0,1,1,2,1,4,0,1,0,1,0,0,0,0,0
1449,1,1,2,2,3,2,3,1,0,0,4,1,0,0,1,3,0,0,0,0,1,0,0
1450,4,4,4,1,1,2,1,2,0,3,4,1,3,3,0,2,0,3,0,0,1,0,0
1451,1,1,2,5,5,2,2,2,3,0,1,3,0,2,2,1,0,0,0,0,0,0,0
1452,2,2,4,5,4,2,3,2,4,1,4,1,1,1,4,4,0,1,0,0,1,2,0
1453,3,3,3,4,4,3,3,3,4,2,2,3,2,4,4,2,0,2,0,0,1,2,2
1454,1,1,4,1,4,1,1,4,1,0,0,0,0,3,4,0,0,0,0,0,1,0,0
1455,4,4,4,1,4,1,4,1,3,3,3,3,3,2,3,3,0,3,0,0,1,0,3
1456,4,4,4,5,4,5,5,2,2,3,2,3,3,2,2,2,0,3,0,0,1,3,3
1457,4,4,4,3,4,3,5,2,1,3,1,1,3,2,1,3,1,3,0,0,1,3,3
1458,2,2,2,5,5,5,4,5,2,1,1,2,1,1,3,3,0,1,0,0,1,3,1
1459,3,3,3,5,3,2,2,3,2,2,2,2,2,0,2,2,0,2,0,0,1,0,1
1460,5,5,4,3,4,3,5,1,4,4,4,3,4,1,4,4,0,4,0,0,1,0,4
1461,5,5,5,5,4,5,2,1,2,4,2,2,4,0,2,2,2,4,0,0,1,4,4
1462,5,5,4,3,3,2,5,2,2,4,4,1,4,1,2,0,0,4,0,0,1,0,4
1463,2,2,3,3,5,3,1,4,1,1,3,2,1,0,1,3,0,1,0,0,0,0,0
1464,2,2,4,5,4,1,1,4,1,1,1,0,1,1,1,2,0,1,0,0,1,0,0
1465,4,4,4,4,5,5,4,5,3,3,3,4,3,0,3,3,0,3,0,0,1,3,3
1466,4,4,4,3,5,2,3,4,3,3,3,4,3,2,3,3,0,3,0,0,1,0,0
1467,2,2,2,3,5,2,3,3,1,1,2,1,1,2,1,2,0,1,0,0,1,0,0
1468,4,4,3,3,3,3,4,1,3,3,3,2,3,1,2,3,0,3,0,2,1,2,2
1469,4,4,4,3,4,4,2,4,4,3,3,3,3,4,4,4,0,3,0,0,1,1,0
1470,3,3,3,3,5,3,3,3,3,2,3,1,2,0,3,3,0,2,1,2,1,2,2
1471,3,3,3,1,5,3,4,3,3,2,4,4,2,0,3,4,0,2,0,2,1,2,2
1472,3,3,3,3,4,2,3,4,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2
1473,3,3,3,3,4,3,2,4,2,2,2,2,2,0,0,3,0,2,4,0,1,2,2
1474,4,4,4,4,4,3,4,1,0,3,4,1,3,3,3,0,0,3,0,0,1,0,0
1475,4,4,4,3,4,4,3,4,3,3,3,3,3,2,3,3,0,3,0,0,1,3,3
1476,4,4,4,1,4,1,3,2,0,3,3,3,3,3,4,3,0,3,0,0,1,2,0
1477,3,3,2,3,5,3,3,1,2,2,2,1,2,1,1,2,0,2,0,0,1,3,0
1478,4,4,4,1,4,4,3,4,2,3,3,1,3,1,1,2,0,3,0,0,1,0,3
1479,4,4,4,4,5,4,5,2,1,3,3,1,3,3,1,3,0,3,0,0,1,0,0
1480,4,4,2,2,4,2,2,4,0,3,0,0,3,2,4,3,0,3,0,0,0,2,1
1481,3,3,4,1,5,3,1,2,2,2,2,1,2,1,2,2,0,2,0,0,1,0,2
1482,4,4,4,4,4,4,4,1,3,3,0,0,3,0,0,3,0,3,0,0,0,0,3
1483,2,2,2,5,2,2,1,4,1,1,1,1,1,2,1,1,0,1,0,0,1,1,1
1484,3,3,3,3,5,2,3,3,2,2,2,2,2,2,2,2,0,2,0,0,1,2,2
1485,5,5,4,5,5,5,2,2,3,4,1,3,4,0,3,1,0,4,0,0,1,0,4
1486,2,2,4,2,2,2,3,5,3,1,1,4,1,3,0,1,0,1,0,0,2,2,1
1487,4,4,4,1,5,4,4,3,1,3,0,3,3,3,1,3,0,3,0,0,1,0,2
1488,3,3,3,3,5,3,3,4,4,2,1,3,2,2,2,1,0,2,2,2,1,2,2
1489,3,3,3,3,5,3,3,4,0,2,2,0,2,4,0,2,0,2,0,0,1,2,2
1490,4,4,4,4,4,4,4,5,2,3,3,3,3,4,2,4,0,3,3,3,3,3,3
1491,5,5,3,4,5,3,5,4,4,4,2,3,4,3,4,2,0,4,0,0,0,4,4
1492,4,4,4,4,4,5,4,5,3,3,3,4,3,0,4,3,0,3,0,0,1,3,3
1493,3,3,4,4,4,4,1,5,0,2,2,4,2,3,3,2,0,2,3,0,1,3,0
1494,5,5,4,5,4,3,4,4,4,4,4,4,4,3,4,4,0,4,0,0,1,2,3
1495,2,2,2,2,4,3,1,2,1,1,1,4,1,3,1,0,0,1,0,0,1,0,1
1496,2,2,3,3,4,1,1,3,4,1,4,2,1,1,4,4,0,1,0,0,1,0,0
1497,4,4,3,2,4,4,2,5,4,3,4,4,3,0,4,4,0,3,0,0,1,2,2
1498,3,3,4,2,4,1,5,2,2,2,2,2,2,1,2,2,0,2,0,0,1,2,2
1499,2,2,4,2,4,4,3,2,1,1,3,1,1,1,3,3,0,1,0,0,1,1,1
1500,3,3,3,3,68,3,3,3,2,2,1,2,2,4,2,2,0,2,0,0,1,2,2
1501,4,4,4,4,68,4,5,5,1,3,3,3,3,0,0,0,0,3,0,0,1,1,0
1502,4,4,3,4,68,4,4,2,3,3,1,3,3,0,0,1,0,3,0,0,1,3,3
1503,1,1,3,3,68,5,2,1,3,0,4,1,0,3,3,4,0,0,0,0,1,0,1
1504,1,1,4,4,68,4,4,3,2,0,1,0,0,0,0,1,0,0,0,0,0,3,3
1505,3,3,3,3,5,3,3,5,4,2,0,2,2,2,3,1,0,2,0,0,1,2,2
1506,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,4,0,1,0,1,1,1,1
1507,2,2,2,2,5,2,1,5,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1508,4,4,3,5,1,3,4,4,3,3,3,3,3,3,3,3,0,3,0,0,1,0,2
1509,3,3,3,3,5,3,3,5,3,2,4,0,2,1,2,3,0,2,0,0,1,2,2
1510,2,2,2,2,4,1,2,4,1,1,0,1,1,4,1,0,0,1,0,0,1,1,0
1511,5,5,4,3,5,5,2,5,1,4,4,1,4,4,1,2,0,4,0,0,1,0,0
1512,4,4,3,2,1,3,4,4,1,3,1,3,3,3,1,2,0,3,0,0,1,0,0
1513,5,5,4,1,5,1,5,3,2,4,4,0,4,4,2,0,0,4,2,0,0,2,4
1514,1,1,4,5,4,4,2,1,3,0,1,0,0,4,3,1,2,0,0,0,1,0,0
1515,4,4,4,4,5,4,4,1,4,3,3,1,3,0,4,3,0,3,0,3,1,3,3
1516,3,3,3,2,4,3,3,2,1,2,1,1,2,0,1,1,0,2,0,0,1,2,0
1517,5,5,2,5,4,4,4,4,4,4,4,2,4,3,3,4,0,4,0,0,1,3,4
1518,3,3,3,3,3,3,3,2,0,2,1,2,2,2,1,1,0,2,0,2,0,2,2
1519,3,3,3,3,4,1,3,1,2,2,0,1,2,3,2,0,0,2,0,0,1,2,2
1520,3,3,3,5,4,3,1,5,4,2,4,3,2,3,4,4,0,2,0,0,1,2,0
1521,2,2,2,3,4,2,5,1,1,1,3,1,1,2,1,3,0,1,0,0,1,0,0
1522,3,3,3,4,4,2,3,1,0,2,2,0,2,3,3,2,0,2,0,0,1,1,2
1523,2,2,4,5,5,3,3,5,3,1,2,0,1,2,0,2,0,1,0,0,1,0,1
1524,3,3,3,3,5,3,5,3,1,2,3,3,2,0,1,3,0,2,0,0,1,0,0
1525,4,4,4,4,3,4,3,2,0,3,0,3,3,4,2,0,0,3,0,0,1,0,0
1526,3,3,2,3,5,3,3,1,0,2,0,3,2,4,0,1,0,2,0,0,1,2,2
1527,3,3,3,3,4,2,2,5,0,2,0,0,2,3,0,0,0,2,0,0,0,1,1
1528,3,3,4,4,5,5,1,3,4,2,4,4,2,4,4,4,0,2,0,0,1,0,0
1529,4,4,4,2,5,4,2,4,0,3,0,3,3,0,3,0,0,3,0,0,1,2,1
1530,4,4,4,3,4,4,2,1,0,3,3,2,3,4,3,3,0,3,0,0,1,3,2
1531,3,3,3,3,5,3,3,2,1,2,0,3,2,1,1,3,1,2,0,0,0,2,2
1532,2,2,2,1,5,4,5,1,4,1,2,3,1,2,4,1,0,1,0,0,1,2,3
1533,3,3,3,3,4,3,3,4,3,2,2,2,2,3,2,2,0,2,0,0,1,2,2
1534,2,2,3,5,5,2,2,4,0,1,1,1,1,0,1,1,0,1,0,0,1,2,1
1535,2,2,2,2,5,1,2,5,1,1,2,1,1,1,1,2,0,1,0,0,1,1,1
1536,4,4,4,4,5,4,1,1,0,3,3,0,3,3,0,0,0,3,0,0,1,0,3
1537,5,5,1,3,5,1,3,3,4,4,4,4,4,1,4,4,0,4,0,0,1,3,2
1538,1,1,3,3,4,3,5,4,0,0,2,0,0,2,0,0,0,0,0,0,1,2,2
1539,4,4,4,4,5,2,3,5,4,3,2,4,3,1,4,2,0,3,0,0,1,0,0
1540,4,4,4,4,4,4,4,2,1,3,0,1,3,2,1,0,0,3,0,0,1,0,3
1541,3,3,3,1,5,3,3,4,2,2,3,1,2,2,3,1,0,2,0,0,1,2,0
1542,4,4,3,3,5,1,1,4,4,3,3,2,3,4,3,3,0,3,0,0,1,3,3
1543,3,3,1,4,5,1,1,1,0,2,3,4,2,1,0,2,0,2,0,0,1,0,0
1544,5,5,5,5,5,5,1,4,3,4,3,0,4,1,3,3,0,4,0,0,1,0,4
1545,4,4,2,3,4,4,1,1,4,3,3,3,3,3,2,3,0,3,0,0,1,2,2
1546,4,4,4,4,5,5,4,4,3,3,3,2,3,2,3,3,0,3,0,0,2,0,2
1547,3,3,2,3,5,4,2,1,3,2,3,4,2,2,1,3,0,2,4,0,2,3,1
1548,3,3,2,4,4,2,4,3,1,2,3,4,2,4,1,3,0,2,0,0,1,3,0
1549,4,4,4,5,5,2,2,2,2,3,4,3,3,1,3,1,0,3,0,0,1,0,0
1550,4,4,2,2,5,3,3,5,0,3,3,3,3,4,0,3,0,3,0,0,1,0,0
1551,2,2,2,2,5,2,3,3,3,1,1,0,1,0,3,3,0,1,0,1,0,1,1
1552,4,4,4,4,5,4,3,3,2,3,3,1,3,0,2,4,0,3,0,0,0,2,3
1553,3,3,1,1,5,3,3,3,4,2,4,4,2,4,4,0,0,2,0,0,1,2,2
1554,4,4,3,3,5,2,2,5,3,3,1,3,3,4,1,4,0,3,0,0,1,0,0
1555,3,3,3,3,5,3,3,2,2,2,0,3,2,2,2,1,0,2,0,0,1,2,2
1556,3,3,3,5,5,3,3,2,0,2,0,2,2,2,0,0,0,2,2,2,1,2,2
1557,5,5,4,4,5,5,5,3,4,4,4,4,4,3,4,4,0,4,0,0,1,4,4
1558,2,2,3,3,5,3,2,5,0,1,0,4,1,4,4,3,0,1,0,0,0,2,2
1559,3,3,4,2,4,3,3,3,4,2,3,0,2,1,4,3,0,2,0,0,2,2,0
1560,2,2,4,1,5,2,3,5,1,1,1,0,1,0,1,1,0,1,0,0,2,2,1
1561,3,3,4,3,5,3,3,5,4,2,0,0,2,4,4,2,0,2,2,0,1,2,2
1562,3,3,3,2,5,3,3,2,0,2,3,4,2,3,0,2,0,2,0,0,1,2,2
1563,3,3,3,3,5,3,4,5,3,2,2,0,2,2,0,2,0,2,0,2,1,2,2
1564,4,4,3,4,5,3,3,4,2,3,3,1,3,0,2,3,0,3,0,0,0,2,2
1565,2,2,2,5,5,5,2,2,1,1,0,1,1,4,1,0,0,1,0,0,1,1,1
1566,3,3,3,3,5,2,1,3,2,2,2,2,2,2,2,2,0,2,0,0,1,2,2
1567,4,4,4,1,5,1,3,4,1,3,0,0,3,1,0,0,0,3,0,0,1,0,0
1568,2,2,4,1,5,2,4,4,2,1,3,1,1,2,2,3,0,1,0,0,0,0,1
1569,3,3,3,3,5,2,3,4,2,2,3,2,2,2,2,3,0,2,2,2,1,2,2
1570,3,3,3,3,5,3,3,3,2,2,3,2,2,1,2,3,2,2,0,0,1,2,2
1571,3,3,4,3,3,3,3,4,0,2,3,2,2,4,4,3,0,2,0,0,1,2,2
1572,4,4,4,3,5,4,1,4,1,3,0,4,3,3,1,0,0,3,0,0,1,2,1
1573,2,2,2,2,5,2,1,4,1,1,2,1,1,3,1,4,0,1,0,0,1,0,1
1574,4,4,4,4,5,2,4,3,1,3,2,3,3,3,2,3,0,3,4,0,1,3,3
1575,3,3,2,3,5,3,3,3,2,2,2,0,2,3,2,2,1,2,0,0,1,2,0
1576,5,5,3,4,5,5,3,1,2,4,0,4,4,4,4,4,0,4,0,0,1,0,1
1577,5,5,5,5,5,5,5,1,3,4,3,1,4,4,3,3,0,4,4,4,4,4,4
1578,4,4,4,1,4,4,2,5,2,3,4,4,3,3,2,0,0,3,0,1,1,3,3
1579,4,4,3,4,5,4,3,1,0,3,0,0,3,0,0,3,0,3,0,0,1,3,3
1580,2,2,2,3,4,2,2,1,1,1,1,1,1,4,1,1,0,1,0,0,1,0,1
1581,2,2,2,2,4,1,2,4,1,1,1,2,1,3,1,1,0,1,0,0,1,0,0
1582,3,3,3,3,4,3,1,3,2,2,2,4,2,2,2,0,0,2,0,0,1,2,2
1583,1,1,1,5,5,1,3,1,4,0,4,3,0,4,4,4,0,0,0,0,1,0,0
1584,4,4,4,4,4,4,4,1,1,3,4,4,3,3,3,4,0,3,0,0,1,3,3
1585,4,4,4,4,4,1,5,2,0,3,4,3,3,4,0,4,0,3,0,0,1,3,3
1586,2,2,2,2,4,2,3,3,2,1,2,1,1,0,2,2,0,1,0,0,1,1,2
1587,3,3,2,2,4,2,3,2,0,2,1,2,2,0,0,1,0,2,0,0,1,2,2
1588,2,2,3,2,4,2,2,3,1,1,0,4,1,1,3,2,0,1,0,0,1,3,0
1589,2,2,4,4,5,2,4,3,2,1,1,1,1,1,4,1,0,1,0,0,1,1,1
1590,4,4,3,3,3,4,1,1,4,3,2,2,3,2,1,2,0,3,0,0,1,2,2
1591,3,3,3,3,5,3,3,3,3,2,3,3,2,2,3,3,0,2,0,0,1,2,2
1592,4,4,4,4,5,3,4,2,3,3,3,3,3,4,3,3,0,3,0,0,1,3,3
1593,4,4,4,4,4,4,4,1,3,3,2,4,3,3,3,2,0,3,0,3,1,3,3
1594,4,4,4,4,5,4,4,4,1,3,3,2,3,1,0,1,0,3,0,3,1,3,3
1595,1,1,4,5,5,5,2,3,4,0,3,0,0,1,4,3,0,0,0,0,4,4,3
1596,3,3,3,4,5,3,3,1,1,2,1,4,2,2,0,4,0,2,0,0,2,2,2
1597,4,4,4,4,5,4,4,5,1,3,1,2,3,1,1,1,0,3,0,3,1,3,3
1598,1,1,4,2,1,2,3,3,4,0,1,3,0,1,4,0,0,0,0,0,3,3,3
1599,5,5,3,5,3,5,1,2,0,4,3,3,4,4,4,3,0,4,4,4,1,4,4
1600,3,3,3,3,3,3,3,2,4,2,2,2,2,0,0,2,0,2,0,0,2,2,2
1601,2,2,2,4,4,4,3,1,0,1,0,1,1,4,0,0,0,1,0,0,1,0,1
1602,3,3,3,3,3,4,2,2,0,2,2,3,2,0,3,3,0,2,0,0,1,2,0
1603,5,5,4,5,3,5,5,5,0,4,0,3,4,3,4,0,0,4,0,4,1,3,4
1604,4,4,4,4,2,3,5,3,3,3,3,2,3,2,3,3,0,3,0,0,1,3,3
1605,2,2,2,3,5,2,2,5,0,1,4,1,1,4,0,0,0,1,0,0,1,0,0
1606,3,3,4,5,5,2,3,5,2,2,2,2,2,0,2,2,0,2,0,0,1,0,0
1607,5,5,3,3,5,5,3,3,4,4,3,4,4,0,1,3,0,4,0,0,1,2,0
1608,3,3,3,3,4,3,1,3,2,2,0,0,2,2,4,0,0,2,0,0,1,1,0
1609,3,3,3,3,2,3,4,4,2,2,2,4,2,3,4,2,0,2,0,0,1,2,2
